EnodeB_id,cell_id,measurement_end,RRC_ConnEstabAtt_Em,RRC_ConnEstabAtt_Hpa,RRC_ConnEstabAtt_Mod,RRC_ConnEstabAtt_Mos,RRC_ConnEstabAtt_Mta,RRC_ConnEstabAtt,RRC_ConnReEstabAtt_Em,RRC_ConnReEstabAtt_Hpa,RRC_ConnReEstabAtt_Mod,RRC_ConnReEstabAtt_Mos,RRC_ConnReEstabAtt_Mta,RRC_ConnReEstabAtt,RRC_ConnEstabSucc_Em,RRC_ConnEstabSucc_Hpa,RRC_ConnEstabSucc_Mod,RRC_ConnEstabSucc_Mos,RRC_ConnEstabSucc_Mta,RRC_ConnEstabSucc,RRC_ConnMax,S1SIG_ConnEstabAtt_Em,S1SIG_ConnEstabAtt_Hpa,S1SIG_ConnEstabAtt_Mod,S1SIG_ConnEstabAtt_Mos,S1SIG_ConnEstabAtt_Mta,S1SIG_ConnEstabAtt,S1SIG_ConnEstabSucc_Em,S1SIG_ConnEstabSucc_Hpa,S1SIG_ConnEstabSucc_Mod,S1SIG_ConnEstabSucc_Mos,S1SIG_ConnEstabSucc_Mta,S1SIG_ConnEstabSucc,ERAB_EstabInitAttNbr_QCI1,ERAB_EstabInitAttNbr_QCI2,ERAB_EstabInitAttNbr_QCI3,ERAB_EstabInitAttNbr_QCI4,ERAB_EstabInitAttNbr_QCI5,ERAB_EstabInitAttNbr_QCI6,ERAB_EstabInitAttNbr_QCI7,ERAB_EstabInitAttNbr_QCI8,ERAB_EstabInitAttNbr_QCI9,ERAB_EstabInitSuccNbr_QCI1,ERAB_EstabInitSuccNbr_QCI2,ERAB_EstabInitSuccNbr_QCI3,ERAB_EstabInitSuccNbr_QCI4,ERAB_EstabInitSuccNbr_QCI5,ERAB_EstabInitSuccNbr_QCI6,ERAB_EstabInitSuccNbr_QCI7,ERAB_EstabInitSuccNbr_QCI8,ERAB_EstabInitSuccNbr_QCI9,ERAB_EstabAddAttNbr_QCI,ERAB_EstabAddSuccNbr_QCI,ERAB_SessionTimeQCI_QCI,ERAB_RelActNbr_QCI1,ERAB_RelActNbr_QCI2,ERAB_RelActNbr_QCI3,ERAB_RelActNbr_QCI4,ERAB_RelActNbr_QCI5,ERAB_RelActNbr_QCI6,ERAB_RelActNbr_QCI7,ERAB_RelActNbr_QCI8,ERAB_RelActNbr_QCI9,ERAB_SessionTimeUE,UL_RSSI
2,22311,12/01/2025 06:00:00,0,0,124,9,66,199,0,0,0,0,0,0,0,0,122,9,65,196,15,0,0,118,10,81,209,0,0,116,10,80,206,10,4,4,20,16,4,10,51,59,10,4,4,20,16,4,10,50,58,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,806|306|223|927|338|1311|507|1764|2015,1,0,0,0,0,0,0,0,0,7981,-120
2,22315,12/01/2025 06:00:00,0,0,111,7,66,184,0,0,0,0,0,0,0,0,110,7,65,182,16,0,0,105,5,68,178,0,0,104,5,67,176,9,4,2,16,13,4,9,53,62,9,4,2,16,13,4,9,52,61,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,792|240|219|796|229|1267|506|2058|1893,1,0,0,0,0,0,0,0,0,7339,-116
2,22310,12/01/2025 06:00:00,0,0,125,4,65,194,0,0,0,0,0,0,0,0,123,4,64,191,11,0,0,103,9,79,191,0,0,102,9,77,188,8,4,4,17,13,6,8,48,57,8,4,4,17,13,6,8,48,56,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,787|350|209|927|322|1433|478|1790|2008,1,0,0,0,0,0,0,0,0,8279,-119
2,22314,12/01/2025 06:00:00,0,0,121,9,76,206,0,0,0,0,0,0,0,0,119,9,74,202,13,0,0,106,4,77,187,0,0,104,4,76,184,10,2,2,18,16,6,8,55,71,10,2,2,18,16,6,8,54,70,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,816|281|203|778|221|1227|468|1922|1976,1,0,0,0,0,0,0,0,0,8047,-119
2,22312,12/01/2025 06:00:00,0,0,109,7,82,198,0,0,0,0,0,0,0,0,108,7,81,196,15,0,0,123,6,77,206,0,0,121,6,76,203,10,4,4,20,14,6,8,51,61,10,4,4,20,14,6,8,51,60,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,813|262|217|770|364|1226|513|1748|1892,1,0,0,0,0,0,0,0,0,7954,-117
2,22313,12/01/2025 06:15:00,0,0,106,7,69,182,0,0,0,0,0,0,0,0,105,7,68,180,14,0,0,120,9,73,202,0,0,118,9,72,199,9,4,2,18,14,5,9,49,59,9,4,2,18,14,5,9,48,58,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,791|221|205|838|409|1379|485|1774|2075,1,0,0,0,0,0,0,0,0,7471,-114
2,22311,12/01/2025 06:15:00,0,0,105,5,77,187,0,0,0,0,0,0,0,0,104,5,75,184,16,0,0,108,5,70,183,0,0,106,5,69,180,7,4,4,18,13,6,9,53,64,7,4,4,18,13,6,9,52,64,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,815|351|224|888|224|1076|501|1929|1968,1,0,0,0,0,0,0,1,0,7751,-120
2,22315,12/01/2025 06:15:00,0,0,124,9,75,208,0,0,0,0,0,0,0,0,122,9,74,205,15,0,0,112,5,78,195,0,0,111,5,76,192,10,4,2,21,16,6,8,59,64,10,4,2,21,16,6,8,59,64,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,804|283|224|887|388|1250|489|1987|1995,1,0,0,0,0,0,0,1,0,7965,-114
2,22310,12/01/2025 06:15:00,0,0,120,7,71,198,0,0,0,0,0,0,0,0,119,7,70,196,15,0,0,122,8,75,205,0,0,120,8,74,202,10,4,2,18,14,4,8,49,59,10,4,2,18,14,4,8,48,58,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,782|320|225|764|237|1417|426|1806|1986,1,0,0,0,0,0,0,1,0,8274,-119
2,22314,12/01/2025 06:15:00,0,0,124,9,64,197,0,0,0,0,0,0,0,0,122,9,63,194,11,0,0,106,5,81,192,0,0,105,5,79,189,10,4,4,17,14,6,8,50,60,10,4,4,17,14,6,8,50,60,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,802|325|231|757|318|1097|477|1927|2068,1,0,0,0,0,0,0,0,0,7372,-115
2,22312,12/01/2025 06:15:00,0,0,106,4,72,182,0,0,0,0,0,0,0,0,104,4,71,179,12,0,0,117,9,66,192,0,0,116,9,65,190,7,2,2,16,14,5,7,48,57,7,2,2,16,14,5,7,48,57,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,784|294|200|824|263|1334|433|2011|2088,1,0,0,0,0,0,0,0,0,7629,-119
2,22313,12/01/2025 06:30:00,0,0,118,9,85,212,0,0,0,0,0,0,0,0,117,9,84,210,15,0,0,125,8,67,200,0,0,124,8,66,198,8,4,2,19,15,4,8,57,67,8,4,2,19,15,4,8,56,66,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,818|325|212|898|236|1513|501|2034|2088,1,0,0,0,0,0,0,0,0,9225,-115
2,22311,12/01/2025 06:30:00,0,0,107,9,84,200,0,0,0,0,0,0,0,0,106,9,83,198,13,0,0,124,7,67,198,0,0,122,7,66,195,8,2,2,20,14,6,10,50,61,8,2,2,20,14,6,10,50,61,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,818|261|205|886|294|1210|544|1973|2182,1,0,0,0,0,0,0,0,0,8629,-120
2,22315,12/01/2025 06:30:00,0,0,120,6,72,198,0,0,0,0,0,0,0,0,119,6,71,196,16,0,0,107,6,82,195,0,0,106,6,80,192,8,2,4,20,16,4,10,53,63,8,2,4,20,16,4,10,52,62,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,840|239|211|855|294|1204|460|1921|2144,1,0,0,0,0,0,0,1,0,8902,-118
2,22310,12/01/2025 06:30:00,0,0,112,7,66,185,0,0,0,0,0,0,0,0,110,7,65,182,13,0,0,108,7,76,191,0,0,106,7,74,187,7,4,2,16,15,4,9,55,60,7,4,2,16,15,4,9,54,59,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,817|315|200|822|310|1222|500|2104|2158,1,0,0,0,0,0,0,0,0,9106,-119
2,22314,12/01/2025 06:30:00,0,0,113,10,67,190,0,0,0,0,0,0,0,0,111,10,66,187,15,0,0,117,9,74,200,0,0,115,9,73,197,7,2,4,19,15,4,7,54,65,7,2,4,19,15,4,7,53,64,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,854|310|201|918|232|1529|504|2109|2103,1,0,0,0,0,0,0,0,0,7502,-114
2,22312,12/01/2025 06:30:00,0,0,129,5,70,204,0,0,0,0,0,0,0,0,126,5,69,200,17,0,0,120,11,80,211,0,0,118,11,78,207,8,2,2,18,14,6,8,58,64,8,2,2,18,14,6,8,57,63,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,831|300|226|826|275|1174|548|2035|1998,1,0,0,0,0,0,0,0,0,9006,-114
2,22313,12/01/2025 06:45:00,0,0,112,4,85,201,0,0,0,0,0,0,0,0,111,4,83,198,11,0,0,116,4,83,203,0,0,114,4,82,200,10,2,4,18,14,4,8,53,65,10,2,4,18,14,4,8,53,65,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,832|265|205|900|361|1452|500|1944|2154,1,0,0,0,0,0,0,0,0,9056,-118
2,22311,12/01/2025 06:45:00,0,0,131,10,77,218,0,0,0,0,0,0,0,0,128,10,75,213,17,0,0,121,10,80,211,0,0,119,10,78,207,9,2,2,19,15,4,9,64,72,9,2,2,19,15,4,9,63,71,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,844|237|208|835|276|1115|542|1958|2129,1,0,0,0,0,0,0,0,0,8578,-115
2,22315,12/01/2025 06:45:00,0,0,126,10,77,213,0,0,0,0,0,0,0,0,123,10,75,208,14,0,0,118,5,77,200,0,0,117,5,76,198,8,2,2,21,15,6,10,56,71,8,2,2,21,15,6,10,55,71,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,836|352|236|873|389|1420|477|1917|2112,1,0,0,0,0,0,0,0,0,7768,-114
2,22310,12/01/2025 06:45:00,0,0,109,9,80,198,0,0,0,0,0,0,0,0,107,9,78,194,11,0,0,107,10,82,199,0,0,105,10,80,195,8,2,2,19,16,4,10,49,66,8,2,2,19,16,4,10,48,66,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,857|369|202|801|391|1514|543|1802|1999,1,0,0,0,0,0,0,0,0,9303,-115
2,22314,12/01/2025 06:45:00,0,0,121,10,76,207,0,0,0,0,0,0,0,0,119,10,75,204,14,0,0,125,5,74,204,0,0,124,5,73,202,8,4,2,20,16,4,10,61,63,8,4,2,20,16,4,10,60,63,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,848|234|211|856|296|1496|458|1923|2178,1,0,0,0,0,0,0,1,0,9273,-120
2,22312,12/01/2025 06:45:00,0,0,126,8,77,211,0,0,0,0,0,0,0,0,123,8,76,207,11,0,0,126,6,78,210,0,0,125,6,76,207,8,2,4,19,14,6,8,52,66,8,2,4,19,14,6,8,52,66,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,830|241|222|934|335|1506|533|2183|2168,1,0,0,0,0,0,0,0,0,8785,-116
2,22313,12/01/2025 07:00:00,0,0,125,10,89,224,0,0,0,0,0,0,0,0,124,10,87,221,18,0,0,129,6,78,213,0,0,126,6,77,209,9,4,2,20,18,7,11,64,75,9,4,2,20,18,7,11,63,75,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,924|281|240|858|370|1364|537|2365|2277,1,0,0,0,0,0,0,0,0,9424,-115
2,22311,12/01/2025 07:00:00,0,0,136,10,82,228,0,0,0,0,0,0,0,0,135,10,81,226,13,0,0,124,6,80,210,0,0,122,6,79,207,9,5,2,20,18,5,9,68,79,9,5,2,20,18,5,9,67,78,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,896|314|222|1031|290|1580|492|2179|2218,1,0,0,0,0,0,0,0,0,9624,-115
2,22315,12/01/2025 07:00:00,0,0,124,7,83,214,0,0,0,0,0,0,0,0,122,7,81,210,17,0,0,136,10,82,228,0,0,133,10,81,224,8,4,2,21,15,4,11,55,65,8,4,2,21,15,4,11,54,65,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,924|355|252|979|247|1609|504|1959|2261,1,0,0,0,0,0,0,0,0,8876,-116
2,22310,12/01/2025 07:00:00,0,0,120,7,82,209,0,0,0,0,0,0,0,0,119,7,80,206,15,0,0,142,11,94,247,0,0,139,11,93,243,10,4,2,21,16,4,10,54,72,10,4,2,21,16,4,10,54,72,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,923|289|240|932|454|1262|494|2376|2216,1,0,0,0,0,0,0,0,0,9568,-119
2,22314,12/01/2025 07:00:00,0,0,126,7,72,205,0,0,0,0,0,0,0,0,123,7,71,201,18,0,0,119,12,73,204,0,0,118,12,72,202,10,2,4,18,14,6,8,56,62,10,2,4,18,14,6,8,56,61,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,928|400|235|1053|315|1432|500|2162|2283,1,0,0,0,0,0,0,0,0,10108,-116
2,22312,12/01/2025 07:00:00,0,0,117,5,86,208,0,0,0,0,0,0,0,0,116,5,84,205,17,0,0,142,6,82,230,0,0,141,6,81,228,10,2,2,21,14,6,10,53,64,10,2,2,21,14,6,10,52,64,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,909|384|245|927|286|1615|486|2259|2342,1,0,0,0,0,0,0,1,0,9471,-120
2,22313,12/01/2025 07:15:00,0,0,134,7,84,225,0,0,0,0,0,0,0,0,131,7,83,221,19,0,0,147,12,90,249,0,0,144,12,88,244,9,4,2,20,18,4,9,60,71,9,4,2,20,18,4,9,60,70,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,941|313|252|935|255|1506|572|2445|2370,1,0,0,0,0,1,0,1,0,10107,-114
2,22311,12/01/2025 07:15:00,0,0,130,7,94,231,0,0,0,0,0,0,0,0,127,7,93,227,14,0,0,142,8,93,243,0,0,141,8,92,241,9,5,5,20,18,5,9,57,75,9,5,5,20,18,5,9,56,75,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,929|296|245|1070|301|1550|619|2338|2353,2,0,0,0,0,1,0,1,0,9939,-116
2,22315,12/01/2025 07:15:00,0,0,128,6,77,211,0,0,0,0,0,0,0,0,127,6,76,209,14,0,0,146,5,99,250,0,0,145,5,98,248,10,2,2,21,15,6,10,54,69,10,2,2,21,15,6,10,53,68,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,954|397|243|1091|402|1564|539|2294|2430,1,0,0,0,0,0,0,1,0,8992,-115
2,22310,12/01/2025 07:15:00,0,0,126,10,87,223,0,0,0,0,0,0,0,0,123,10,86,219,15,0,0,138,12,93,243,0,0,137,12,92,241,9,2,4,20,15,7,9,66,74,9,2,4,20,15,7,9,65,73,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,927|383|245|878|345|1413|599|2056|2294,1,0,0,0,0,0,0,1,0,10151,-114
2,22314,12/01/2025 07:15:00,0,0,130,12,89,231,0,0,0,0,0,0,0,0,129,12,87,228,17,0,0,146,9,83,238,0,0,143,9,81,233,11,2,5,21,16,7,9,66,71,11,2,5,21,16,7,9,65,70,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,931|305|232|1120|413|1588|610|2472|2440,1,0,0,0,0,0,0,1,0,8729,-115
2,22312,12/01/2025 07:15:00,0,0,144,7,79,230,0,0,0,0,0,0,0,0,141,7,77,225,16,0,0,129,6,94,229,0,0,126,6,92,224,9,2,2,20,18,7,11,59,70,9,2,2,20,18,7,11,59,70,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,947|282|270|1047|407|1423|611|2262|2471,2,0,0,0,0,0,0,1,0,8773,-120
2,22313,12/01/2025 07:30:00,0,0,131,8,82,221,0,0,0,0,0,0,0,0,130,8,81,219,16,0,0,143,11,87,241,0,0,140,11,85,236,11,4,2,22,15,7,11,57,74,11,4,2,22,15,7,11,57,73,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,995|353|247|1056|384|1624|547|2184|2575,2,0,0,0,0,0,0,1,0,9064,-120
2,22311,12/01/2025 07:30:00,0,0,129,5,92,226,0,0,0,0,0,0,0,0,128,5,91,224,20,0,0,138,8,100,246,0,0,135,8,99,242,11,4,2,22,16,4,11,67,72,11,4,2,22,16,4,11,66,72,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,992|261|280|974|298|1593|533|2466|2447,1,0,0,0,0,0,0,1,1,10284,-116
2,22315,12/01/2025 07:30:00,0,0,143,8,87,238,0,0,0,0,0,0,0,0,142,8,85,235,14,0,0,133,5,89,227,0,0,132,5,87,224,12,2,5,24,19,7,12,68,82,12,2,5,24,19,7,12,67,82,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,968|366|283|1079|298|1555|576|2505|2383,2,0,0,0,0,0,0,1,0,8990,-120
2,22310,12/01/2025 07:30:00,0,0,156,11,100,267,0,0,0,0,0,0,0,0,153,11,98,262,20,0,0,146,10,91,247,0,0,143,10,89,242,13,3,5,26,21,8,10,79,84,13,3,5,25,21,8,10,77,84,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,996|292|258|1082|377|1587|587|2357|2589,1,0,0,0,0,0,0,1,1,10018,-117
2,22314,12/01/2025 07:30:00,0,0,136,8,78,222,0,0,0,0,0,0,0,0,133,8,77,218,20,0,0,135,11,102,248,0,0,134,11,100,245,11,4,2,22,15,7,9,61,65,11,4,2,22,15,7,9,60,65,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,986|377|247|972|277|1449|533|2511|2510,1,0,0,0,0,0,0,1,1,10996,-120
2,22312,12/01/2025 07:30:00,0,0,153,13,83,249,0,0,0,0,0,0,0,0,151,13,82,246,16,0,0,127,7,98,232,0,0,124,7,96,227,12,2,2,22,20,7,10,64,81,12,2,2,22,20,7,10,63,80,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,980|281|273|951|358|1795|598|2464|2419,2,0,0,0,0,0,0,1,0,9961,-118
2,22313,12/01/2025 07:45:00,0,0,166,11,88,265,0,0,0,0,0,0,0,0,163,11,86,260,20,0,0,156,11,107,274,0,0,154,11,106,271,13,3,3,23,18,8,10,78,91,13,3,3,23,18,8,10,76,90,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1079|321|309|1114|561|1540|623|2749|2628,1,0,0,0,0,1,0,1,0,10279,-115
2,22311,12/01/2025 07:45:00,0,0,152,6,108,266,0,0,0,0,0,0,0,0,149,6,107,262,19,0,0,164,10,100,274,0,0,162,10,98,270,10,3,5,26,18,8,13,76,89,10,3,5,26,18,8,13,76,89,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1100|399|295|1295|298|2016|602|2579|2705,1,0,0,0,0,0,0,0,0,11265,-114
2,22315,12/01/2025 07:45:00,0,0,144,7,94,245,0,0,0,0,0,0,0,0,143,7,93,243,19,0,0,142,6,115,263,0,0,139,6,113,258,12,2,2,24,19,7,12,66,85,12,2,2,24,19,7,12,65,85,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1125|405|264|1188|327|1802|655|2485|2656,2,0,0,0,0,0,0,1,0,11418,-120
2,22310,12/01/2025 07:45:00,0,0,173,14,110,297,0,0,0,0,0,0,0,0,170,14,108,292,19,0,0,164,8,95,267,0,0,161,8,93,262,12,6,3,26,20,6,15,82,102,12,6,3,26,20,6,15,80,101,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1103|303|304|1242|522|1967|635|2880|2690,2,0,0,0,0,0,0,1,1,10362,-118
2,22314,12/01/2025 07:45:00,0,0,173,10,87,270,0,0,0,0,0,0,0,0,170,10,86,266,14,0,0,160,7,89,256,0,0,158,7,88,253,13,3,3,27,21,5,13,77,93,13,3,3,26,21,5,13,76,92,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1108|329|319|1289|435|1914|617|2737|2683,1,0,0,0,0,0,0,1,1,10763,-114
2,22312,12/01/2025 07:45:00,0,0,144,8,102,254,0,0,0,0,0,0,0,0,143,8,101,252,22,0,0,144,14,112,270,0,0,143,14,110,267,13,3,5,25,18,5,10,63,83,13,3,5,25,18,5,10,63,82,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1124|305|309|1098|446|1820|683|2772|2663,1,0,0,0,0,0,0,0,1,11553,-119
2,22313,12/01/2025 08:00:00,0,0,177,8,95,280,0,0,0,0,0,0,0,0,173,8,93,274,16,0,0,166,7,103,276,0,0,164,7,101,272,11,5,3,27,22,5,11,82,90,11,5,3,27,22,5,11,81,88,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1164|341|298|1306|322|1577|731|2785|2809,2,0,0,0,0,0,0,1,0,12267,-116
2,22311,12/01/2025 08:00:00,0,0,157,14,93,264,0,0,0,0,0,0,0,0,155,14,91,260,16,0,0,162,13,93,268,0,0,160,13,92,265,13,3,5,26,21,8,13,75,86,13,3,5,26,21,8,13,75,84,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1172|419|318|1205|619|2060|766|2596|2823,1,0,0,0,0,0,0,1,0,11520,-114
2,22315,12/01/2025 08:00:00,0,0,157,14,117,288,0,0,0,0,0,0,0,0,154,14,115,283,16,0,0,150,11,97,258,0,0,149,11,95,255,14,6,3,28,20,6,11,74,85,14,6,3,27,20,6,11,73,83,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1193|314|313|1146|610|1595|677|2623|3058,2,0,0,0,0,1,0,1,0,13154,-119
2,22310,12/01/2025 08:00:00,0,0,155,10,119,284,0,0,0,0,0,0,0,0,153,10,117,280,22,0,0,150,13,112,275,0,0,147,13,110,270,14,3,6,25,22,8,14,76,87,14,3,6,25,22,8,14,74,86,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1190|378|323|1260|482|1992|668|2511|2927,2,0,0,0,0,0,0,0,0,10935,-117
2,22314,12/01/2025 08:00:00,0,0,180,9,106,295,0,0,0,0,0,0,0,0,178,9,104,291,15,0,0,169,10,105,284,0,0,167,10,104,281,12,6,6,26,20,9,12,73,99,12,6,6,25,20,9,12,72,98,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1205|465|287|1302|380|2158|629|2900|3039,2,0,0,0,0,0,0,0,0,12203,-118
2,22312,12/01/2025 08:00:00,0,0,162,12,106,280,0,0,0,0,0,0,0,0,159,12,105,276,16,0,0,155,8,111,274,0,0,153,8,109,270,14,3,6,25,22,6,11,80,91,14,3,6,25,22,6,11,79,91,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1203|318|334|1109|489|1713|644|3007|2790,1,0,0,0,0,1,0,1,1,11307,-117
2,22313,12/01/2025 08:15:00,0,0,197,16,132,345,0,0,0,0,0,0,0,0,195,16,131,342,19,0,0,179,15,129,323,0,0,175,15,128,318,17,7,7,34,24,10,14,96,103,17,7,7,33,24,10,14,95,102,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1287|570|336|1221|402|1996|709|3189|3232,2,0,0,0,0,1,0,1,1,13538,-117
2,22311,12/01/2025 08:15:00,0,0,168,11,122,301,0,0,0,0,0,0,0,0,165,11,120,296,22,0,0,191,7,103,301,0,0,189,7,101,297,12,3,6,27,21,9,12,80,92,12,3,6,26,21,9,12,79,91,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1298|449|349|1415|578|2199|760|3081|3088,2,0,0,0,0,0,0,1,1,12838,-119
2,22315,12/01/2025 08:15:00,0,0,202,9,104,315,0,0,0,0,0,0,0,0,200,9,103,312,24,0,0,181,13,113,307,0,0,177,13,112,302,16,3,3,31,22,6,12,81,103,16,3,3,30,22,6,12,81,102,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1301|466|358|1342|657|2355|805|3142|3111,2,0,0,0,0,0,0,1,1,12526,-119
2,22310,12/01/2025 08:15:00,0,0,187,14,112,313,0,0,0,0,0,0,0,0,185,14,110,309,24,0,0,188,9,134,331,0,0,186,9,133,328,12,3,6,31,25,6,12,87,102,12,3,6,31,25,6,12,86,102,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1310|528|345|1401|557|2085|683|3352|3232,2,0,0,0,0,0,0,1,0,13350,-114
2,22314,12/01/2025 08:15:00,0,0,187,17,115,319,0,0,0,0,0,0,0,0,183,17,113,313,26,0,0,178,12,122,312,0,0,174,12,121,307,13,6,6,31,22,6,13,88,100,13,6,6,31,22,6,13,87,99,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1258|463|363|1459|396|1789|683|3164|3371,2,0,0,0,0,0,0,1,0,13288,-118
2,22312,12/01/2025 08:15:00,0,0,179,8,129,316,0,0,0,0,0,0,0,0,175,8,126,309,20,0,0,180,8,121,309,0,0,178,8,120,306,12,3,6,28,25,6,15,80,105,12,3,6,28,25,6,15,79,103,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1292|404|310|1424|634|1880|712|2884|3249,2,0,0,0,0,1,0,1,1,13982,-118
2,22313,12/01/2025 08:30:00,0,0,210,17,112,339,0,0,0,0,0,0,0,0,208,17,111,336,19,0,0,214,15,112,341,0,0,212,15,110,337,13,7,3,30,24,10,17,94,104,13,7,3,30,24,10,17,94,104,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1370|444|395|1616|418|2097|872|3550|3537,2,0,0,0,0,1,0,1,1,13188,-115
2,22311,12/01/2025 08:30:00,0,0,219,11,135,365,0,0,0,0,0,0,0,0,215,11,134,360,23,0,0,220,12,143,375,0,0,216,12,140,368,14,7,4,36,29,11,18,104,126,14,7,4,36,28,11,18,104,123,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1436|574|359|1606|732|2519|900|3081|3475,2,0,0,1,0,1,0,1,0,14066,-114
2,22315,12/01/2025 08:30:00,0,0,183,14,129,326,0,0,0,0,0,0,0,0,181,14,128,323,22,0,0,209,18,130,357,0,0,207,18,127,352,13,3,6,29,23,10,16,94,103,13,3,6,29,23,10,16,92,102,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1390|506|371|1319|489|2583|910|3273|3673,2,0,0,1,0,0,0,1,1,13356,-114
2,22310,12/01/2025 08:30:00,0,0,210,17,132,359,0,0,0,0,0,0,0,0,206,17,129,352,28,0,0,213,15,132,360,0,0,211,15,129,355,18,4,7,35,28,7,18,92,106,18,4,7,35,28,7,18,91,105,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1429|611|386|1566|392|2061|885|3641|3619,2,0,0,0,0,1,0,1,1,13935,-116
2,22314,12/01/2025 08:30:00,0,0,197,8,146,351,0,0,0,0,0,0,0,0,193,8,143,344,18,0,0,198,17,128,343,0,0,196,17,127,340,17,7,3,31,24,7,17,93,114,17,7,3,31,24,7,17,92,112,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1428|373|352|1319|454|2009|831|3008|3555,2,0,0,0,0,1,0,1,0,15016,-119
