"PROCEDURE_TYPE","STARTTIME","ENDTIME","START_ENODEB_ID","START_CELL_ID","S1_SIG_CONN_SETUP_SIG_CONN_RESULT"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 16:32:20","11/24/2025 16:32:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 16:32:30","11/24/2025 16:32:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 16:32:45","11/24/2025 16:33:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 16:33:00","11/24/2025 16:33:30","1","12314",""
"ERAB_MODIFY","11/24/2025 16:33:30","11/24/2025 16:33:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 16:33:50","11/24/2025 16:34:05","1","12314",""
"ERAB_RELEASE","11/24/2025 16:34:05","11/24/2025 16:34:20","1","12314",""
"DETACH","11/24/2025 16:34:20","11/24/2025 16:34:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 16:36:00","11/24/2025 16:36:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 16:36:05","11/24/2025 16:36:10","1","12314",""
"INITIAL_CTXT","11/24/2025 16:36:10","11/24/2025 16:36:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 16:36:20","11/24/2025 16:36:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 16:36:30","11/24/2025 16:36:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 16:36:45","11/24/2025 16:37:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 16:37:00","11/24/2025 16:37:30","1","12314",""
"ERAB_MODIFY","11/24/2025 16:37:30","11/24/2025 16:37:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 16:37:50","11/24/2025 16:38:05","1","12314",""
"ERAB_RELEASE","11/24/2025 16:38:05","11/24/2025 16:38:20","1","12314",""
"DETACH","11/24/2025 16:38:20","11/24/2025 16:38:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 16:40:00","11/24/2025 16:40:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 16:40:05","11/24/2025 16:40:10","1","12314",""
"INITIAL_CTXT","11/24/2025 16:40:10","11/24/2025 16:40:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 16:40:20","11/24/2025 16:40:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 16:40:30","11/24/2025 16:40:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 16:40:45","11/24/2025 16:41:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 16:41:00","11/24/2025 16:41:30","1","12314",""
"ERAB_MODIFY","11/24/2025 16:41:30","11/24/2025 16:41:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 16:41:50","11/24/2025 16:42:05","1","12314",""
"ERAB_RELEASE","11/24/2025 16:42:05","11/24/2025 16:42:20","1","12314",""
"DETACH","11/24/2025 16:42:20","11/24/2025 16:42:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 16:44:00","11/24/2025 16:44:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 16:44:05","11/24/2025 16:44:10","1","12314",""
"INITIAL_CTXT","11/24/2025 16:44:10","11/24/2025 16:44:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 16:44:20","11/24/2025 16:44:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 16:44:30","11/24/2025 16:44:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 16:44:45","11/24/2025 16:45:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 16:45:00","11/24/2025 16:45:30","1","12314",""
"ERAB_MODIFY","11/24/2025 16:45:30","11/24/2025 16:45:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 16:45:50","11/24/2025 16:46:05","1","12314",""
"ERAB_RELEASE","11/24/2025 16:46:05","11/24/2025 16:46:20","1","12314",""
"DETACH","11/24/2025 16:46:20","11/24/2025 16:46:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 16:48:00","11/24/2025 16:48:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 16:48:05","11/24/2025 16:48:10","1","12314",""
"INITIAL_CTXT","11/24/2025 16:48:10","11/24/2025 16:48:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 16:48:20","11/24/2025 16:48:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 16:48:30","11/24/2025 16:48:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 16:48:45","11/24/2025 16:49:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 16:49:00","11/24/2025 16:49:30","1","12314",""
"ERAB_MODIFY","11/24/2025 16:49:30","11/24/2025 16:49:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 16:49:50","11/24/2025 16:50:05","1","12314",""
"ERAB_RELEASE","11/24/2025 16:50:05","11/24/2025 16:50:20","1","12314",""
"DETACH","11/24/2025 16:50:20","11/24/2025 16:50:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 16:52:00","11/24/2025 16:52:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 16:52:05","11/24/2025 16:52:10","1","12314",""
"INITIAL_CTXT","11/24/2025 16:52:10","11/24/2025 16:52:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 16:52:20","11/24/2025 16:52:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 16:52:30","11/24/2025 16:52:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 16:52:45","11/24/2025 16:53:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 16:53:00","11/24/2025 16:53:30","1","12314",""
"ERAB_MODIFY","11/24/2025 16:53:30","11/24/2025 16:53:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 16:53:50","11/24/2025 16:54:05","1","12314",""
"ERAB_RELEASE","11/24/2025 16:54:05","11/24/2025 16:54:20","1","12314",""
"DETACH","11/24/2025 16:54:20","11/24/2025 16:54:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 16:56:00","11/24/2025 16:56:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 16:56:05","11/24/2025 16:56:10","1","12314",""
"INITIAL_CTXT","11/24/2025 16:56:10","11/24/2025 16:56:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 16:56:20","11/24/2025 16:56:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 16:56:30","11/24/2025 16:56:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 16:56:45","11/24/2025 16:57:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 16:57:00","11/24/2025 16:57:30","1","12314",""
"ERAB_MODIFY","11/24/2025 16:57:30","11/24/2025 16:57:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 16:57:50","11/24/2025 16:58:05","1","12314",""
"ERAB_RELEASE","11/24/2025 16:58:05","11/24/2025 16:58:20","1","12314",""
"DETACH","11/24/2025 16:58:20","11/24/2025 16:58:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 17:00:00","11/24/2025 17:00:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 17:00:05","11/24/2025 17:00:10","1","12314",""
"INITIAL_CTXT","11/24/2025 17:00:10","11/24/2025 17:00:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 17:00:20","11/24/2025 17:00:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 17:00:30","11/24/2025 17:00:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 17:00:45","11/24/2025 17:01:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 17:01:00","11/24/2025 17:01:30","1","12314",""
"ERAB_MODIFY","11/24/2025 17:01:30","11/24/2025 17:01:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 17:01:50","11/24/2025 17:02:05","1","12314",""
"ERAB_RELEASE","11/24/2025 17:02:05","11/24/2025 17:02:20","1","12314",""
"DETACH","11/24/2025 17:02:20","11/24/2025 17:02:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 17:04:00","11/24/2025 17:04:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 17:04:05","11/24/2025 17:04:10","1","12314",""
"INITIAL_CTXT","11/24/2025 17:04:10","11/24/2025 17:04:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 17:04:20","11/24/2025 17:04:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 17:04:30","11/24/2025 17:04:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 17:04:45","11/24/2025 17:05:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 17:05:00","11/24/2025 17:05:30","1","12314",""
"ERAB_MODIFY","11/24/2025 17:05:30","11/24/2025 17:05:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 17:05:50","11/24/2025 17:06:05","1","12314",""
"ERAB_RELEASE","11/24/2025 17:06:05","11/24/2025 17:06:20","1","12314",""
"DETACH","11/24/2025 17:06:20","11/24/2025 17:06:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 17:08:00","11/24/2025 17:08:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 17:08:05","11/24/2025 17:08:10","1","12314",""
"INITIAL_CTXT","11/24/2025 17:08:10","11/24/2025 17:08:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 17:08:20","11/24/2025 17:08:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 17:08:30","11/24/2025 17:08:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 17:08:45","11/24/2025 17:09:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 17:09:00","11/24/2025 17:09:30","1","12314",""
"ERAB_MODIFY","11/24/2025 17:09:30","11/24/2025 17:09:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 17:09:50","11/24/2025 17:10:05","1","12314",""
"ERAB_RELEASE","11/24/2025 17:10:05","11/24/2025 17:10:20","1","12314",""
"DETACH","11/24/2025 17:10:20","11/24/2025 17:10:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 17:12:00","11/24/2025 17:12:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 17:12:05","11/24/2025 17:12:10","1","12314",""
"INITIAL_CTXT","11/24/2025 17:12:10","11/24/2025 17:12:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 17:12:20","11/24/2025 17:12:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 17:12:30","11/24/2025 17:12:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 17:12:45","11/24/2025 17:13:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 17:13:00","11/24/2025 17:13:30","1","12314",""
"ERAB_MODIFY","11/24/2025 17:13:30","11/24/2025 17:13:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 17:13:50","11/24/2025 17:14:05","1","12314",""
"ERAB_RELEASE","11/24/2025 17:14:05","11/24/2025 17:14:20","1","12314",""
"DETACH","11/24/2025 17:14:20","11/24/2025 17:14:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 17:16:00","11/24/2025 17:16:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 17:16:05","11/24/2025 17:16:10","1","12314",""
"INITIAL_CTXT","11/24/2025 17:16:10","11/24/2025 17:16:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 17:16:20","11/24/2025 17:16:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 17:16:30","11/24/2025 17:16:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 17:16:45","11/24/2025 17:17:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 17:17:00","11/24/2025 17:17:30","1","12314",""
"ERAB_MODIFY","11/24/2025 17:17:30","11/24/2025 17:17:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 17:17:50","11/24/2025 17:18:05","1","12314",""
"ERAB_RELEASE","11/24/2025 17:18:05","11/24/2025 17:18:20","1","12314",""
"DETACH","11/24/2025 17:18:20","11/24/2025 17:18:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 17:20:00","11/24/2025 17:20:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 17:20:05","11/24/2025 17:20:10","1","12314",""
"INITIAL_CTXT","11/24/2025 17:20:10","11/24/2025 17:20:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 17:20:20","11/24/2025 17:20:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 17:20:30","11/24/2025 17:20:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 17:20:45","11/24/2025 17:21:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 17:21:00","11/24/2025 17:21:30","1","12314",""
"ERAB_MODIFY","11/24/2025 17:21:30","11/24/2025 17:21:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 17:21:50","11/24/2025 17:22:05","1","12314",""
"ERAB_RELEASE","11/24/2025 17:22:05","11/24/2025 17:22:20","1","12314",""
"DETACH","11/24/2025 17:22:20","11/24/2025 17:22:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 17:24:00","11/24/2025 17:24:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 17:24:05","11/24/2025 17:24:10","1","12314",""
"INITIAL_CTXT","11/24/2025 17:24:10","11/24/2025 17:24:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 17:24:20","11/24/2025 17:24:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 17:24:30","11/24/2025 17:24:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 17:24:45","11/24/2025 17:25:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 17:25:00","11/24/2025 17:25:30","1","12314",""
"ERAB_MODIFY","11/24/2025 17:25:30","11/24/2025 17:25:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 17:25:50","11/24/2025 17:26:05","1","12314",""
"ERAB_RELEASE","11/24/2025 17:26:05","11/24/2025 17:26:20","1","12314",""
"DETACH","11/24/2025 17:26:20","11/24/2025 17:26:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 17:28:00","11/24/2025 17:28:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 17:28:05","11/24/2025 17:28:10","1","12314",""
"INITIAL_CTXT","11/24/2025 17:28:10","11/24/2025 17:28:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 17:28:20","11/24/2025 17:28:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 17:28:30","11/24/2025 17:28:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 17:28:45","11/24/2025 17:29:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 17:29:00","11/24/2025 17:29:30","1","12314",""
"ERAB_MODIFY","11/24/2025 17:29:30","11/24/2025 17:29:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 17:29:50","11/24/2025 17:30:05","1","12314",""
"ERAB_RELEASE","11/24/2025 17:30:05","11/24/2025 17:30:20","1","12314",""
"DETACH","11/24/2025 17:30:20","11/24/2025 17:30:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 17:32:00","11/24/2025 17:32:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 17:32:05","11/24/2025 17:32:10","1","12314",""
"INITIAL_CTXT","11/24/2025 17:32:10","11/24/2025 17:32:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 17:32:20","11/24/2025 17:32:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 17:32:30","11/24/2025 17:32:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 17:32:45","11/24/2025 17:33:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 17:33:00","11/24/2025 17:33:30","1","12314",""
"ERAB_MODIFY","11/24/2025 17:33:30","11/24/2025 17:33:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 17:33:50","11/24/2025 17:34:05","1","12314",""
"ERAB_RELEASE","11/24/2025 17:34:05","11/24/2025 17:34:20","1","12314",""
"DETACH","11/24/2025 17:34:20","11/24/2025 17:34:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 17:36:00","11/24/2025 17:36:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 17:36:05","11/24/2025 17:36:10","1","12314",""
"INITIAL_CTXT","11/24/2025 17:36:10","11/24/2025 17:36:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 17:36:20","11/24/2025 17:36:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 17:36:30","11/24/2025 17:36:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 17:36:45","11/24/2025 17:37:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 17:37:00","11/24/2025 17:37:30","1","12314",""
"ERAB_MODIFY","11/24/2025 17:37:30","11/24/2025 17:37:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 17:37:50","11/24/2025 17:38:05","1","12314",""
"ERAB_RELEASE","11/24/2025 17:38:05","11/24/2025 17:38:20","1","12314",""
"DETACH","11/24/2025 17:38:20","11/24/2025 17:38:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 17:40:00","11/24/2025 17:40:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 17:40:05","11/24/2025 17:40:10","1","12314",""
"INITIAL_CTXT","11/24/2025 17:40:10","11/24/2025 17:40:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 17:40:20","11/24/2025 17:40:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 17:40:30","11/24/2025 17:40:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 17:40:45","11/24/2025 17:41:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 17:41:00","11/24/2025 17:41:30","1","12314",""
"ERAB_MODIFY","11/24/2025 17:41:30","11/24/2025 17:41:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 17:41:50","11/24/2025 17:42:05","1","12314",""
"ERAB_RELEASE","11/24/2025 17:42:05","11/24/2025 17:42:20","1","12314",""
"DETACH","11/24/2025 17:42:20","11/24/2025 17:42:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 17:44:00","11/24/2025 17:44:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 17:44:05","11/24/2025 17:44:10","1","12314",""
"INITIAL_CTXT","11/24/2025 17:44:10","11/24/2025 17:44:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 17:44:20","11/24/2025 17:44:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 17:44:30","11/24/2025 17:44:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 17:44:45","11/24/2025 17:45:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 17:45:00","11/24/2025 17:45:30","1","12314",""
"ERAB_MODIFY","11/24/2025 17:45:30","11/24/2025 17:45:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 17:45:50","11/24/2025 17:46:05","1","12314",""
"ERAB_RELEASE","11/24/2025 17:46:05","11/24/2025 17:46:20","1","12314",""
"DETACH","11/24/2025 17:46:20","11/24/2025 17:46:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 17:48:00","11/24/2025 17:48:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 17:48:05","11/24/2025 17:48:10","1","12314",""
"INITIAL_CTXT","11/24/2025 17:48:10","11/24/2025 17:48:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 17:48:20","11/24/2025 17:48:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 17:48:30","11/24/2025 17:48:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 17:48:45","11/24/2025 17:49:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 17:49:00","11/24/2025 17:49:30","1","12314",""
"ERAB_MODIFY","11/24/2025 17:49:30","11/24/2025 17:49:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 17:49:50","11/24/2025 17:50:05","1","12314",""
"ERAB_RELEASE","11/24/2025 17:50:05","11/24/2025 17:50:20","1","12314",""
"DETACH","11/24/2025 17:50:20","11/24/2025 17:50:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 17:52:00","11/24/2025 17:52:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 17:52:05","11/24/2025 17:52:10","1","12314",""
"INITIAL_CTXT","11/24/2025 17:52:10","11/24/2025 17:52:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 17:52:20","11/24/2025 17:52:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 17:52:30","11/24/2025 17:52:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 17:52:45","11/24/2025 17:53:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 17:53:00","11/24/2025 17:53:30","1","12314",""
"ERAB_MODIFY","11/24/2025 17:53:30","11/24/2025 17:53:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 17:53:50","11/24/2025 17:54:05","1","12314",""
"ERAB_RELEASE","11/24/2025 17:54:05","11/24/2025 17:54:20","1","12314",""
"DETACH","11/24/2025 17:54:20","11/24/2025 17:54:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 17:56:00","11/24/2025 17:56:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 17:56:05","11/24/2025 17:56:10","1","12314",""
"INITIAL_CTXT","11/24/2025 17:56:10","11/24/2025 17:56:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 17:56:20","11/24/2025 17:56:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 17:56:30","11/24/2025 17:56:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 17:56:45","11/24/2025 17:57:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 17:57:00","11/24/2025 17:57:30","1","12314",""
"ERAB_MODIFY","11/24/2025 17:57:30","11/24/2025 17:57:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 17:57:50","11/24/2025 17:58:05","1","12314",""
"ERAB_RELEASE","11/24/2025 17:58:05","11/24/2025 17:58:20","1","12314",""
"DETACH","11/24/2025 17:58:20","11/24/2025 17:58:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 18:00:00","11/24/2025 18:00:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 18:00:05","11/24/2025 18:00:10","1","12314",""
"INITIAL_CTXT","11/24/2025 18:00:10","11/24/2025 18:00:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 18:00:20","11/24/2025 18:00:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 18:00:30","11/24/2025 18:00:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 18:00:45","11/24/2025 18:01:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 18:01:00","11/24/2025 18:01:30","1","12314",""
"ERAB_MODIFY","11/24/2025 18:01:30","11/24/2025 18:01:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 18:01:50","11/24/2025 18:02:05","1","12314",""
"ERAB_RELEASE","11/24/2025 18:02:05","11/24/2025 18:02:20","1","12314",""
"DETACH","11/24/2025 18:02:20","11/24/2025 18:02:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 18:04:00","11/24/2025 18:04:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 18:04:05","11/24/2025 18:04:10","1","12314",""
"INITIAL_CTXT","11/24/2025 18:04:10","11/24/2025 18:04:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 18:04:20","11/24/2025 18:04:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 18:04:30","11/24/2025 18:04:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 18:04:45","11/24/2025 18:05:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 18:05:00","11/24/2025 18:05:30","1","12314",""
"ERAB_MODIFY","11/24/2025 18:05:30","11/24/2025 18:05:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 18:05:50","11/24/2025 18:06:05","1","12314",""
"ERAB_RELEASE","11/24/2025 18:06:05","11/24/2025 18:06:20","1","12314",""
"DETACH","11/24/2025 18:06:20","11/24/2025 18:06:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 18:08:00","11/24/2025 18:08:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 18:08:05","11/24/2025 18:08:10","1","12314",""
"INITIAL_CTXT","11/24/2025 18:08:10","11/24/2025 18:08:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 18:08:20","11/24/2025 18:08:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 18:08:30","11/24/2025 18:08:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 18:08:45","11/24/2025 18:09:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 18:09:00","11/24/2025 18:09:30","1","12314",""
"ERAB_MODIFY","11/24/2025 18:09:30","11/24/2025 18:09:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 18:09:50","11/24/2025 18:10:05","1","12314",""
"ERAB_RELEASE","11/24/2025 18:10:05","11/24/2025 18:10:20","1","12314",""
"DETACH","11/24/2025 18:10:20","11/24/2025 18:10:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 18:12:00","11/24/2025 18:12:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 18:12:05","11/24/2025 18:12:10","1","12314",""
"INITIAL_CTXT","11/24/2025 18:12:10","11/24/2025 18:12:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 18:12:20","11/24/2025 18:12:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 18:12:30","11/24/2025 18:12:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 18:12:45","11/24/2025 18:13:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 18:13:00","11/24/2025 18:13:30","1","12314",""
"ERAB_MODIFY","11/24/2025 18:13:30","11/24/2025 18:13:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 18:13:50","11/24/2025 18:14:05","1","12314",""
"ERAB_RELEASE","11/24/2025 18:14:05","11/24/2025 18:14:20","1","12314",""
"DETACH","11/24/2025 18:14:20","11/24/2025 18:14:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 18:16:00","11/24/2025 18:16:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 18:16:05","11/24/2025 18:16:10","1","12314",""
"INITIAL_CTXT","11/24/2025 18:16:10","11/24/2025 18:16:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 18:16:20","11/24/2025 18:16:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 18:16:30","11/24/2025 18:16:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 18:16:45","11/24/2025 18:17:00","1","12314","SUCCESS"
